model_name,description,train_metrics,val_metrics,test_metrics,best_iter,time,date,version,server,cmd
DeepFM,"lr=0.001,l2=0.0001,vec_size=64,layers='[128, 64]',batch_size=16,eval_batch_size=16",loss= 11653.0547,ndcg@10= 0.0747,ndcg@5= 0.0446  ndcg@10= 0.0559  ndcg@20= 0.0751  ndcg@50= 0.1070  ndcg@100= 0.1329  hit@10= 0.1071  recall@10= 0.1071  recall@20= 0.1835  precision@10= 0.0107,20,0:53:45,2021-03-30 17:50:22,b28203180e449726aa34_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.001 --l2 0.0001 --vec_size 64 --layers '[128, 64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.001,l2=0.0001,vec_size=64,layers='[64]',batch_size=16,eval_batch_size=16",loss= 12594.0215,ndcg@10= 0.0696,ndcg@5= 0.0509  ndcg@10= 0.0600  ndcg@20= 0.0760  ndcg@50= 0.1058  ndcg@100= 0.1343  hit@10= 0.1050  recall@10= 0.1050  recall@20= 0.1686  precision@10= 0.0105,16,0:49:03,2021-03-30 17:46:36,212a271e713699d2e593_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.001 --l2 0.0001 --vec_size 64 --layers '[64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.001,l2=0.0001,vec_size=128,layers='[256, 128, 64]',batch_size=16,eval_batch_size=16",loss= 12639.4922,ndcg@10= 0.0639,ndcg@5= 0.0371  ndcg@10= 0.0498  ndcg@20= 0.0674  ndcg@50= 0.0992  ndcg@100= 0.1271  hit@10= 0.0965  recall@10= 0.0965  recall@20= 0.1665  precision@10= 0.0097,13,0:47:12,2021-03-30 17:46:24,b35fc6e5ba88de674381_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.001 --l2 0.0001 --vec_size 128 --layers '[256, 128, 64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.001,l2=0.0001,vec_size=128,layers='[128, 64]',batch_size=16,eval_batch_size=16",loss= 9415.9062,ndcg@10= 0.0649,ndcg@5= 0.0381  ndcg@10= 0.0525  ndcg@20= 0.0679  ndcg@50= 0.0948  ndcg@100= 0.1203  hit@10= 0.1050  recall@10= 0.1050  recall@20= 0.1665  precision@10= 0.0105,25,1:02:35,2021-03-30 18:36:35,9ffb4a954e9604005c17_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.001 --l2 0.0001 --vec_size 128 --layers '[128, 64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.001,l2=0.0001,vec_size=128,layers='[64]',batch_size=16,eval_batch_size=16",loss= 8429.2725,ndcg@10= 0.0679,ndcg@5= 0.0426  ndcg@10= 0.0565  ndcg@20= 0.0756  ndcg@50= 0.1041  ndcg@100= 0.1284  hit@10= 0.1113  recall@10= 0.1113  recall@20= 0.1866  precision@10= 0.0111,36,1:11:26,2021-03-30 18:57:55,48d6df542753f8797118_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.001 --l2 0.0001 --vec_size 128 --layers '[64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.001,l2=0.0001,vec_size=256,layers='[256, 128, 64]',batch_size=16,eval_batch_size=16",loss= 9254.5420,ndcg@10= 0.0635,ndcg@5= 0.0441  ndcg@10= 0.0563  ndcg@20= 0.0739  ndcg@50= 0.1059  ndcg@100= 0.1274  hit@10= 0.1082  recall@10= 0.1082  recall@20= 0.1782  precision@10= 0.0108,26,1:07:16,2021-03-30 18:53:56,246dc4a46eb8beef600e_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.001 --l2 0.0001 --vec_size 256 --layers '[256, 128, 64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.001,l2=0.0001,vec_size=256,layers='[128, 64]',batch_size=16,eval_batch_size=16",loss= 12623.4609,ndcg@10= 0.0683,ndcg@5= 0.0425  ndcg@10= 0.0530  ndcg@20= 0.0671  ndcg@50= 0.0926  ndcg@100= 0.1204  hit@10= 0.1007  recall@10= 0.1007  recall@20= 0.1580  precision@10= 0.0101,12,0:44:34,2021-03-30 18:35:04,9066e5af9886f9033115_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.001 --l2 0.0001 --vec_size 256 --layers '[128, 64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.001,l2=0.0001,vec_size=256,layers='[64]',batch_size=16,eval_batch_size=16",loss= 11803.1348,ndcg@10= 0.0631,ndcg@5= 0.0366  ndcg@10= 0.0472  ndcg@20= 0.0601  ndcg@50= 0.0880  ndcg@100= 0.1150  hit@10= 0.0901  recall@10= 0.0901  recall@20= 0.1410  precision@10= 0.0090,14,0:44:40,2021-03-30 19:19:47,0f4cbab1917c1d389878_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.001 --l2 0.0001 --vec_size 256 --layers '[64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.001,l2=1e-05,vec_size=64,layers='[256, 128, 64]',batch_size=16,eval_batch_size=16",loss= 7216.2109,ndcg@10= 0.0713,ndcg@5= 0.0406  ndcg@10= 0.0555  ndcg@20= 0.0758  ndcg@50= 0.1077  ndcg@100= 0.1321  hit@10= 0.1082  recall@10= 0.1082  recall@20= 0.1888  precision@10= 0.0108,36,1:28:35,2021-03-30 20:05:14,0263797c105ad5d6809f_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.001 --l2 1e-05 --vec_size 64 --layers '[256, 128, 64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.001,l2=1e-05,vec_size=64,layers='[128, 64]',batch_size=16,eval_batch_size=16",loss= 8332.3281,ndcg@10= 0.0691,ndcg@5= 0.0522  ndcg@10= 0.0681  ndcg@20= 0.0849  ndcg@50= 0.1134  ndcg@100= 0.1382  hit@10= 0.1251  recall@10= 0.1251  recall@20= 0.1909  precision@10= 0.0125,27,0:59:25,2021-03-30 19:53:25,494e30d72edadb350d13_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.001 --l2 1e-05 --vec_size 64 --layers '[128, 64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.001,l2=1e-05,vec_size=64,layers='[64]',batch_size=16,eval_batch_size=16",loss= 11174.8467,ndcg@10= 0.0748,ndcg@5= 0.0486  ndcg@10= 0.0619  ndcg@20= 0.0811  ndcg@50= 0.1104  ndcg@100= 0.1354  hit@10= 0.1177  recall@10= 0.1177  recall@20= 0.1941  precision@10= 0.0118,16,0:42:54,2021-03-30 19:40:53,b76c2aa7349e3191ff40_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.001 --l2 1e-05 --vec_size 64 --layers '[64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.001,l2=1e-05,vec_size=128,layers='[256, 128, 64]',batch_size=16,eval_batch_size=16",loss= 8469.7891,ndcg@10= 0.0680,ndcg@5= 0.0432  ndcg@10= 0.0595  ndcg@20= 0.0797  ndcg@50= 0.1079  ndcg@100= 0.1305  hit@10= 0.1188  recall@10= 0.1188  recall@20= 0.1994  precision@10= 0.0119,19,0:59:15,2021-03-30 20:19:11,90ab1e9631d966390225_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.001 --l2 1e-05 --vec_size 128 --layers '[256, 128, 64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.001,l2=1e-05,vec_size=128,layers='[128, 64]',batch_size=16,eval_batch_size=16",loss= 11654.6797,ndcg@10= 0.0661,ndcg@5= 0.0428  ndcg@10= 0.0562  ndcg@20= 0.0743  ndcg@50= 0.1015  ndcg@100= 0.1286  hit@10= 0.1113  recall@10= 0.1113  recall@20= 0.1845  precision@10= 0.0111,12,0:38:40,2021-03-30 20:19:41,00fae4073007f55b511f_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.001 --l2 1e-05 --vec_size 128 --layers '[128, 64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.001,l2=1e-05,vec_size=128,layers='[64]',batch_size=16,eval_batch_size=16",loss= 3986.0178,ndcg@10= 0.0715,ndcg@5= 0.0379  ndcg@10= 0.0540  ndcg@20= 0.0721  ndcg@50= 0.0985  ndcg@100= 0.1236  hit@10= 0.1092  recall@10= 0.1092  recall@20= 0.1803  precision@10= 0.0109,58,1:50:01,2021-03-30 21:43:29,dfe56c90b89f8610379c_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.001 --l2 1e-05 --vec_size 128 --layers '[64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.001,l2=1e-05,vec_size=256,layers='[256, 128, 64]',batch_size=16,eval_batch_size=16",loss= 5755.6484,ndcg@10= 0.0622,ndcg@5= 0.0302  ndcg@10= 0.0436  ndcg@20= 0.0586  ndcg@50= 0.0890  ndcg@100= 0.1126  hit@10= 0.0954  recall@10= 0.0954  recall@20= 0.1548  precision@10= 0.0095,29,1:16:41,2021-03-30 21:22:07,9973fe337a8e35672823_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.001 --l2 1e-05 --vec_size 256 --layers '[256, 128, 64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.001,l2=1e-05,vec_size=256,layers='[128, 64]',batch_size=16,eval_batch_size=16",loss= 13597.2080,ndcg@10= 0.0601,ndcg@5= 0.0419  ndcg@10= 0.0583  ndcg@20= 0.0739  ndcg@50= 0.1021  ndcg@100= 0.1266  hit@10= 0.1177  recall@10= 0.1177  recall@20= 0.1803  precision@10= 0.0118,8,0:40:50,2021-03-30 21:00:06,4397fe7fcd759902af03_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.001 --l2 1e-05 --vec_size 256 --layers '[128, 64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.001,l2=1e-05,vec_size=256,layers='[64]',batch_size=16,eval_batch_size=16",loss= 18603.8887,ndcg@10= 0.0619,ndcg@5= 0.0325  ndcg@10= 0.0463  ndcg@20= 0.0631  ndcg@50= 0.0932  ndcg@100= 0.1176  hit@10= 0.0933  recall@10= 0.0933  recall@20= 0.1591  precision@10= 0.0093,4,0:26:16,2021-03-30 20:45:59,ed8ed874f4f84df245cc_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.001 --l2 1e-05 --vec_size 256 --layers '[64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.0001,l2=0.001,vec_size=64,layers='[256, 128, 64]',batch_size=16,eval_batch_size=16",loss= 14549.3213,ndcg@10= 0.0733,ndcg@5= 0.0396  ndcg@10= 0.0562  ndcg@20= 0.0765  ndcg@50= 0.1065  ndcg@100= 0.1305  hit@10= 0.1145  recall@10= 0.1145  recall@20= 0.1941  precision@10= 0.0115,44,2:24:55,2021-03-30 23:11:02,22d2592f54f84a4a7219_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.0001 --l2 0.001 --vec_size 64 --layers '[256, 128, 64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.0001,l2=0.001,vec_size=64,layers='[128, 64]',batch_size=16,eval_batch_size=16",loss= 15915.6963,ndcg@10= 0.0738,ndcg@5= 0.0404  ndcg@10= 0.0564  ndcg@20= 0.0733  ndcg@50= 0.1053  ndcg@100= 0.1332  hit@10= 0.1156  recall@10= 0.1156  recall@20= 0.1835  precision@10= 0.0116,42,2:29:25,2021-03-30 23:29:34,7b4322c7f2c60b98a356_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.0001 --l2 0.001 --vec_size 64 --layers '[128, 64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.0001,l2=0.001,vec_size=64,layers='[64]',batch_size=16,eval_batch_size=16",loss= 20118.9414,ndcg@10= 0.0577,ndcg@5= 0.0427  ndcg@10= 0.0526  ndcg@20= 0.0696  ndcg@50= 0.0951  ndcg@100= 0.1210  hit@10= 0.0986  recall@10= 0.0986  recall@20= 0.1676  precision@10= 0.0099,15,1:20:39,2021-03-30 22:42:52,5e1533dccba71cf16b86_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.0001 --l2 0.001 --vec_size 64 --layers '[64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.0001,l2=0.001,vec_size=128,layers='[256, 128, 64]',batch_size=16,eval_batch_size=16",loss= 14433.6846,ndcg@10= 0.0739,ndcg@5= 0.0467  ndcg@10= 0.0625  ndcg@20= 0.0816  ndcg@50= 0.1137  ndcg@100= 0.1375  hit@10= 0.1230  recall@10= 0.1230  recall@20= 0.1994  precision@10= 0.0123,40,2:46:01,2021-03-31 00:29:36,af5f61efa5e3883b9404_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.0001 --l2 0.001 --vec_size 128 --layers '[256, 128, 64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.0001,l2=0.001,vec_size=128,layers='[128, 64]',batch_size=16,eval_batch_size=16",loss= 14613.8994,ndcg@10= 0.0713,ndcg@5= 0.0449  ndcg@10= 0.0623  ndcg@20= 0.0811  ndcg@50= 0.1089  ndcg@100= 0.1390  hit@10= 0.1198  recall@10= 0.1198  recall@20= 0.1951  precision@10= 0.0120,59,3:39:24,2021-03-31 06:04:15,20cf554f96de91620a60_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.0001 --l2 0.001 --vec_size 128 --layers '[128, 64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.0001,l2=0.001,vec_size=128,layers='[64]',batch_size=16,eval_batch_size=16",loss= 14406.6416,ndcg@10= 0.0711,ndcg@5= 0.0471  ndcg@10= 0.0584  ndcg@20= 0.0774  ndcg@50= 0.1076  ndcg@100= 0.1334  hit@10= 0.1113  recall@10= 0.1113  recall@20= 0.1866  precision@10= 0.0111,90,4:48:12,2021-03-31 03:59:23,1ddb68f198d3f3ba2f03_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.0001 --l2 0.001 --vec_size 128 --layers '[64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.0001,l2=0.001,vec_size=256,layers='[256, 128, 64]',batch_size=16,eval_batch_size=16",loss= 13686.6250,ndcg@10= 0.0747,ndcg@5= 0.0436  ndcg@10= 0.0604  ndcg@20= 0.0820  ndcg@50= 0.1107  ndcg@100= 0.1390  hit@10= 0.1156  recall@10= 0.1156  recall@20= 0.2015  precision@10= 0.0116,59,3:47:31,2021-03-31 03:17:10,e696b0e36975f27bb25b_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.0001 --l2 0.001 --vec_size 256 --layers '[256, 128, 64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.0001,l2=0.001,vec_size=256,layers='[128, 64]',batch_size=16,eval_batch_size=16",loss= 15689.2090,ndcg@10= 0.0723,ndcg@5= 0.0422  ndcg@10= 0.0550  ndcg@20= 0.0714  ndcg@50= 0.1054  ndcg@100= 0.1306  hit@10= 0.1082  recall@10= 0.1082  recall@20= 0.1718  precision@10= 0.0108,28,2:11:47,2021-03-31 02:41:34,082914b35f8a9948c06f_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.0001 --l2 0.001 --vec_size 256 --layers '[128, 64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.0001,l2=0.001,vec_size=256,layers='[64]',batch_size=16,eval_batch_size=16",loss= 18408.9609,ndcg@10= 0.0638,ndcg@5= 0.0350  ndcg@10= 0.0473  ndcg@20= 0.0609  ndcg@50= 0.0897  ndcg@100= 0.1165  hit@10= 0.0954  recall@10= 0.0954  recall@20= 0.1495  precision@10= 0.0095,14,1:26:04,2021-03-31 04:07:46,48e557bb1f42bb6bc897_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.0001 --l2 0.001 --vec_size 256 --layers '[64]' --batch_size 16 --eval_batch_size 16"
DeepFM,"lr=0.0001,l2=0.0001,vec_size=64,layers='[256, 128, 64]',batch_size=16,eval_batch_size=16",loss= 14129.7217,ndcg@10= 0.0771,ndcg@5= 0.0459  ndcg@10= 0.0616  ndcg@20= 0.0782  ndcg@50= 0.1110  ndcg@100= 0.1398  hit@10= 0.1230  recall@10= 0.1230  recall@20= 0.1888  precision@10= 0.0123,42,2:57:07,2021-03-31 06:14:29,28fea1a48741e174b4b1_1949,thuir-deeper,"python main.py --model_name DeepFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --lr 0.0001 --l2 0.0001 --vec_size 64 --layers '[256, 128, 64]' --batch_size 16 --eval_batch_size 16"
