model_name,description,train_metrics,val_metrics,test_metrics,best_iter,time,date,version,server,cmd
NFM,"l2=0.0001,dropout=0.3,layers='[128, 64]',eval_batch_size=16",loss= 6014.8145,ndcg@10= 0.0782,ndcg@5= 0.0491  ndcg@10= 0.0635  ndcg@20= 0.0793  ndcg@50= 0.1104  ndcg@100= 0.1336  hit@10= 0.1241  recall@10= 0.1241  recall@20= 0.1856  precision@10= 0.0124,51,0:23:50,2021-03-31 11:30:53,d57bc6d4e3067a444043_1949,thuir-deeper,"python main.py --model_name NFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --l2 0.0001 --dropout 0.3 --layers '[128, 64]' --eval_batch_size 16"
NFM,"l2=0.0001,dropout=0.3,layers='[64]',eval_batch_size=16",loss= 9641.4688,ndcg@10= 0.0759,ndcg@5= 0.0500  ndcg@10= 0.0675  ndcg@20= 0.0865  ndcg@50= 0.1180  ndcg@100= 0.1405  hit@10= 0.1336  recall@10= 0.1336  recall@20= 0.2089  precision@10= 0.0134,26,0:15:28,2021-03-31 11:30:56,199f21d0f157a7d811f1_1949,thuir-deeper,"python main.py --model_name NFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --l2 0.0001 --dropout 0.3 --layers '[64]' --eval_batch_size 16"
NFM,"l2=1e-05,dropout=0.2,layers='[256, 128, 64]',eval_batch_size=16",loss= 6792.5586,ndcg@10= 0.0792,ndcg@5= 0.0445  ndcg@10= 0.0653  ndcg@20= 0.0858  ndcg@50= 0.1144  ndcg@100= 0.1379  hit@10= 0.1315  recall@10= 0.1315  recall@20= 0.2131  precision@10= 0.0131,38,0:19:52,2021-03-31 11:37:12,96982172bae1cf84da4e_1949,thuir-deeper,"python main.py --model_name NFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --l2 1e-05 --dropout 0.2 --layers '[256, 128, 64]' --eval_batch_size 16"
NFM,"l2=1e-05,dropout=0.2,layers='[128, 64]',eval_batch_size=16",loss= 5426.6558,ndcg@10= 0.0778,ndcg@5= 0.0472  ndcg@10= 0.0592  ndcg@20= 0.0759  ndcg@50= 0.1050  ndcg@100= 0.1305  hit@10= 0.1135  recall@10= 0.1135  recall@20= 0.1803  precision@10= 0.0113,54,0:24:00,2021-03-31 11:49:43,dbda2165fc77c48dbc16_1949,thuir-deeper,"python main.py --model_name NFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --l2 1e-05 --dropout 0.2 --layers '[128, 64]' --eval_batch_size 16"
NFM,"l2=1e-05,dropout=0.2,layers='[64]',eval_batch_size=16",loss= 9151.9912,ndcg@10= 0.0745,ndcg@5= 0.0491  ndcg@10= 0.0664  ndcg@20= 0.0849  ndcg@50= 0.1147  ndcg@100= 0.1405  hit@10= 0.1304  recall@10= 0.1304  recall@20= 0.2047  precision@10= 0.0130,26,0:14:34,2021-03-31 11:45:37,a9c3e15cd56126f4ec6c_1949,thuir-deeper,"python main.py --model_name NFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --l2 1e-05 --dropout 0.2 --layers '[64]' --eval_batch_size 16"
NFM,"l2=1e-05,dropout=0.3,layers='[256, 128, 64]',eval_batch_size=16",loss= 11659.2471,ndcg@10= 0.0764,ndcg@5= 0.0483  ndcg@10= 0.0633  ndcg@20= 0.0823  ndcg@50= 0.1159  ndcg@100= 0.1397  hit@10= 0.1262  recall@10= 0.1262  recall@20= 0.2025  precision@10= 0.0126,16,0:12:07,2021-03-31 11:43:10,734422aa18f1fa1a2a83_1949,thuir-deeper,"python main.py --model_name NFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --l2 1e-05 --dropout 0.3 --layers '[256, 128, 64]' --eval_batch_size 16"
NFM,"l2=1e-05,dropout=0.3,layers='[128, 64]',eval_batch_size=16",loss= 5445.5254,ndcg@10= 0.0813,ndcg@5= 0.0562  ndcg@10= 0.0669  ndcg@20= 0.0846  ndcg@50= 0.1097  ndcg@100= 0.1357  hit@10= 0.1230  recall@10= 0.1230  recall@20= 0.1941  precision@10= 0.0123,58,0:27:54,2021-03-31 12:05:10,5fd9683d53b456cfe89c_1949,thuir-deeper,"python main.py --model_name NFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --l2 1e-05 --dropout 0.3 --layers '[128, 64]' --eval_batch_size 16"
NFM,"l2=1e-05,dropout=0.3,layers='[64]',eval_batch_size=16",loss= 7566.4502,ndcg@10= 0.0752,ndcg@5= 0.0553  ndcg@10= 0.0710  ndcg@20= 0.0893  ndcg@50= 0.1189  ndcg@100= 0.1448  hit@10= 0.1326  recall@10= 0.1326  recall@20= 0.2047  precision@10= 0.0133,38,0:22:38,2021-03-31 12:05:53,6297cf16160913fc5716_1949,thuir-deeper,"python main.py --model_name NFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --l2 1e-05 --dropout 0.3 --layers '[64]' --eval_batch_size 16"
NFM,"l2=1e-06,dropout=0.2,layers='[256, 128, 64]',eval_batch_size=16",loss= 6731.1138,ndcg@10= 0.0763,ndcg@5= 0.0482  ndcg@10= 0.0631  ndcg@20= 0.0822  ndcg@50= 0.1146  ndcg@100= 0.1388  hit@10= 0.1198  recall@10= 0.1198  recall@20= 0.1962  precision@10= 0.0120,38,0:18:59,2021-03-31 12:04:39,401461a53864448c0330_1949,thuir-deeper,"python main.py --model_name NFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --l2 1e-06 --dropout 0.2 --layers '[256, 128, 64]' --eval_batch_size 16"
NFM,"l2=1e-06,dropout=0.2,layers='[128, 64]',eval_batch_size=16",loss= 6646.2188,ndcg@10= 0.0717,ndcg@5= 0.0454  ndcg@10= 0.0668  ndcg@20= 0.0836  ndcg@50= 0.1123  ndcg@100= 0.1376  hit@10= 0.1347  recall@10= 0.1347  recall@20= 0.2025  precision@10= 0.0135,40,0:24:06,2021-03-31 12:13:53,0493f4675898b561c642_1949,thuir-deeper,"python main.py --model_name NFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --l2 1e-06 --dropout 0.2 --layers '[128, 64]' --eval_batch_size 16"
NFM,"l2=1e-06,dropout=0.2,layers='[64]',eval_batch_size=16",loss= 5316.6021,ndcg@10= 0.0797,ndcg@5= 0.0532  ndcg@10= 0.0681  ndcg@20= 0.0850  ndcg@50= 0.1125  ndcg@100= 0.1385  hit@10= 0.1336  recall@10= 0.1336  recall@20= 0.2004  precision@10= 0.0134,61,0:24:05,2021-03-31 12:28:49,827616bad5f6001d845f_1949,thuir-deeper,"python main.py --model_name NFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --l2 1e-06 --dropout 0.2 --layers '[64]' --eval_batch_size 16"
NFM,"l2=1e-06,dropout=0.3,layers='[256, 128, 64]',eval_batch_size=16",loss= 6812.6006,ndcg@10= 0.0822,ndcg@5= 0.0476  ndcg@10= 0.0626  ndcg@20= 0.0830  ndcg@50= 0.1107  ndcg@100= 0.1363  hit@10= 0.1241  recall@10= 0.1241  recall@20= 0.2057  precision@10= 0.0124,42,0:20:24,2021-03-31 12:25:38,2f3ee81e483eb4feda78_1949,thuir-deeper,"python main.py --model_name NFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --l2 1e-06 --dropout 0.3 --layers '[256, 128, 64]' --eval_batch_size 16"
NFM,"l2=1e-06,dropout=0.3,layers='[128, 64]',eval_batch_size=16",loss= 8870.8145,ndcg@10= 0.0765,ndcg@5= 0.0508  ndcg@10= 0.0668  ndcg@20= 0.0828  ndcg@50= 0.1132  ndcg@100= 0.1378  hit@10= 0.1273  recall@10= 0.1273  recall@20= 0.1909  precision@10= 0.0127,26,0:14:38,2021-03-31 12:20:35,2dd271d01342684a142c_1949,thuir-deeper,"python main.py --model_name NFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --l2 1e-06 --dropout 0.3 --layers '[128, 64]' --eval_batch_size 16"
NFM,"l2=1e-06,dropout=0.3,layers='[64]',eval_batch_size=16",loss= 7568.9639,ndcg@10= 0.0758,ndcg@5= 0.0490  ndcg@10= 0.0683  ndcg@20= 0.0850  ndcg@50= 0.1136  ndcg@100= 0.1392  hit@10= 0.1368  recall@10= 0.1368  recall@20= 0.2036  precision@10= 0.0137,38,0:17:19,2021-03-31 12:31:17,f5e4b57ad5beaa82318d_1949,thuir-deeper,"python main.py --model_name NFM --dataset ml100k-5-1 --val_metrics ndcg@10 --test_metrics ndcg@5.10.20.50.100,hit@10,recall@10.20,precision@10 --l2 1e-06 --dropout 0.3 --layers '[64]' --eval_batch_size 16"
